year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TRUCK_AADT_TOTAL,TRK_PERCENT_TOT,Latitude,Longitude
2019,80,4,SF,3.951,"SAN FRANCISCO, JCT. RTE. 101",182000.0,5278,2.9,37.76772222222222,-122.40502777777779
2019,80,4,ALA,1.989,SAN FRANCISCO-OAKLAND BAY BRIDGE TOLL PLAZA,265000.0,6837,2.58,37.823861111111114,-122.31363888888889
2019,80,4,ALA,1.989,SAN FRANCISCO-OAKLAND BAY BRIDGE TOLL PLAZA,214500.0,5384,2.51,37.823861111111114,-122.31363888888889
2019,80,4,ALA,2.802,"OAKLAND, JCT. RTE. 580 EAST",214500.0,3797,1.77,37.82641666666667,-122.29925
2019,80,4,ALA,2.802,"OAKLAND, JCT. RTE. 580 EAST",276000.0,7562,2.74,37.82641666666667,-122.29925
2019,80,4,ALA,3.786,"EMERYVILLE, POWELL STREET",233000.0,11161,4.79,37.83786111111112,-122.29641666666666
2019,80,4,ALA,4.582,"BERKELEY, JCT. RTE. 13 EAST",233000.0,11207,4.81,37.849000000000004,-122.29886111111111
2019,80,4,ALA,4.582,"BERKELEY, JCT. RTE. 13 EAST",234000.0,11162,4.77,37.849000000000004,-122.29886111111111
2019,80,4,CC,2.04,"RICHMOND, JCT. RTE. 123 SOUTH",142000.0,4544,3.2,37.92538888888889,-122.3206111111111
2019,80,4,CC,2.04,"RICHMOND, JCT. RTE. 123 SOUTH",172000.0,5504,3.2,37.92538888888889,-122.3206111111111
2019,80,4,CC,2.961,"RICHMOND, SAN PABLO AVENUE",169000.0,5476,3.24,37.93713888888889,-122.3261111111111
2019,80,4,CC,2.961,"RICHMOND, SAN PABLO AVENUE",163000.0,5787,3.55,37.93713888888889,-122.3261111111111
2019,80,4,CC,5.983,"RICHMOND, HILLTOP DRIVE",162000.0,6480,4.0,37.976222222222226,-122.31838888888889
2019,80,4,CC,7.597,"PINOLE, APPIAN WAY",167000.0,10053,6.02,37.99330555555556,-122.30197222222222
2019,80,4,CC,7.597,"PINOLE, APPIAN WAY",167000.0,6981,4.18,37.99330555555556,-122.30197222222222
2019,80,4,CC,10.059,"HERCULES, JCT. RTE. 4 EAST",171000.0,7866,4.6,38.015055555555556,-122.26925
2019,80,4,CC,10.059,"HERCULES, JCT. RTE. 4 EAST",118000.0,6313,5.35,38.015055555555556,-122.26925
2019,80,4,CC,14.139,CARQUINEZ BRIDGE,125000.0,6250,5.0,38.06097222222222,-122.22527777777778
2019,80,4,SOL,1.144,"VALLEJO, JCT. RTE. 29 NORTHWEST",125000.0,5988,4.79,38.07641666666667,-122.23188888888889
2019,80,4,SOL,1.144,"VALLEJO, JCT. RTE. 29 NORTHWEST",125000.0,6250,5.0,38.07641666666667,-122.23188888888889
2019,80,4,SOL,2.22,"VALLEJO, JCT. RTE. 780 SOUTHEAST",125000.0,5825,4.66,38.09136111111111,-122.23041666666667
2019,80,4,SOL,5.634,"VALLEJO, JCT. RTE. 37 WEST",135000.0,6980,5.17,38.13875,-122.2201388888889
2019,80,4,SOL,5.634,"VALLEJO, JCT. RTE. 37 WEST",134000.0,6794,5.07,38.13875,-122.2201388888889
2019,80,4,SOL,11.976,JCT. RTE. 12 WEST,136000.0,7616,5.6,38.208222222222226,-122.15022222222223
2019,80,4,SOL,11.976,JCT. RTE. 12 WEST,164000.0,8528,5.2,38.208222222222226,-122.15022222222223
2019,80,4,SOL,12.839,JCT. RTE. 680 SOUTH,164000.0,10758,6.56,38.21652777777778,-122.1378888888889
2019,80,4,SOL,12.839,JCT. RTE. 680 SOUTH,227000.0,13030,5.74,38.21652777777778,-122.1378888888889
2019,80,4,SOL,15.815,"FAIRFIELD, EAST JCT. RTE. 12",232000.0,10695,4.61,38.24005555555556,-122.09174999999999
2019,80,4,SOL,15.815,"FAIRFIELD, EAST JCT. RTE. 12",189500.0,10991,5.8,38.24005555555556,-122.09174999999999
2019,80,4,SOL,20.925,"FAIRFIELD, NORTH TEXAS STREET",191000.0,7010,3.67,38.29516666666667,-122.03391666666667
2019,80,4,SOL,20.925,"FAIRFIELD, NORTH TEXAS STREET",194000.0,10185,5.25,38.29516666666667,-122.03391666666667
2019,80,4,SOL,28.36,JCT. RTE. 505 NORTH,171000.0,9679,5.66,38.373583333333336,-121.9533888888889
2019,80,4,SOL,28.36,JCT. RTE. 505 NORTH,134000.0,8241,6.15,38.373583333333336,-121.9533888888889
2019,80,4,SOL,29.859,"VACAVILLE, LEISURE TOWN",139000.0,11857,8.53,38.388,-121.93386111111111
2019,80,4,SOL,38.21,JCT. RTE. 113 SOUTH,131000.0,8803,6.72,38.47288888888889,-121.82377777777778
2019,80,4,SOL,38.21,JCT. RTE. 113 SOUTH,135000.0,9072,6.72,38.47288888888889,-121.82377777777778
2019,80,4,SOL,42.67,JCT. RTE. 113 NORTH,135000.0,9045,6.7,38.520833333333336,-121.76891666666667
2019,80,3,YOL,0.237,RICHARDS BOULEVARD,139400.0,12225,8.77,38.54011111111111,-121.73541666666667
2019,80,3,YOL,9.905,"WEST SACRAMENTO, JCT. RTE. 50",160800.0,11851,7.37,38.57611111111112,-121.56511111111111
2019,80,3,YOL,9.905,"WEST SACRAMENTO, JCT. RTE. 50",100800.0,10070,9.99,38.57611111111112,-121.56511111111111
2019,80,3,YOL,11.228,JCT. RTE. 84 EAST,98000.0,9790,9.99,38.59205555555556,-121.55233333333334
2019,80,3,SAC,2.554,"SACRAMENTO, JCT. RTE. 5",84500.0,9073,10.74,38.62511111111111,-121.51722222222222
2019,80,3,SAC,2.554,"SACRAMENTO, JCT. RTE. 5",166200.0,13263,7.98,38.62511111111111,-121.51722222222222
2019,80,3,SAC,10.989,JCT. RTE. 51,152000.0,9728,6.4,38.64655555555556,-121.37697222222222
2019,80,3,SAC,10.989,JCT. RTE. 51,224900.0,8749,3.89,38.64655555555556,-121.37697222222222
2019,80,3,SAC,14.454,GREENBACK LANE,210000.0,9597,4.57,38.682694444444444,-121.33627777777777
2019,80,3,SAC,16.685,ANTELOPE ROAD,195900.0,10108,5.16,38.70738888888889,-121.30930555555555
2019,80,3,PLA,0.268,"ROSEVILLE, RIVERSIDE DRIVE",195900.0,9051,4.62,38.724555555555554,-121.29041666666666
2019,80,3,PLA,0.268,"ROSEVILLE, RIVERSIDE DRIVE",194000.0,10224,5.27,38.724555555555554,-121.29041666666666
2019,80,3,PLA,3.07,"ROSEVILLE, ATLANTIC STREET",169600.0,9769,5.76,38.75811111111111,-121.26144444444445
2019,80,3,PLA,4.16,JCT. RTE. 65,167300.0,10339,6.18,38.76983333333333,-121.24866666666667
2019,80,3,PLA,4.16,JCT. RTE. 65,127800.0,7106,5.56,38.76983333333333,-121.24866666666667
2019,80,3,PLA,7.421,"ROCKLIN, SIERRA COLLEGE BOULEVARD",89430.0,7137,7.98,38.80288888888889,-121.20541666666666
2019,80,3,PLA,15.62,HALLBOM ROAD UC,87200.0,6400,7.34,38.883472222222224,-121.10288888888888
2019,80,3,PLA,17.541,"AUBURN, JCT. RTE. 49",84200.0,5945,7.06,38.89994444444444,-121.07488888888888
2019,80,3,PLA,17.541,"AUBURN, JCT. RTE. 49",69500.0,5942,8.55,38.89994444444444,-121.07488888888888
2019,80,3,PLA,19.465,AUBURN RAVINE ROAD,63700.0,6185,9.71,38.92347222222222,-121.05752777777778
2019,80,3,PLA,19.465,AUBURN RAVINE ROAD,58500.0,6324,10.81,38.92347222222222,-121.05752777777778
2019,80,3,PLA,23.429,CLIPPER GAP,45000.0,6813,15.14,38.96980555555556,-121.01783333333333
2019,80,3,PLA,33.131,"COLFAX, JCT. RTE. 174 NORTH",38500.0,6148,15.97,39.09580555555556,-120.9495
2019,80,3,PLA,33.131,"COLFAX, JCT. RTE. 174 NORTH",33100.0,6272,18.95,39.09580555555556,-120.9495
2019,80,3,NEV,59.54,JCT. RTE. 20 WEST,29300.0,6300,21.5,39.32266666666667,-120.60413888888888
2019,80,3,NEV,59.54,JCT. RTE. 20 WEST,32400.0,6101,18.83,39.32266666666667,-120.60413888888888
2019,80,3,NEV,14.164,"TRUCKEE, JCT. RTE. 89 SOUTH",35300.0,6326,17.92,39.323,-120.20797222222222
2019,80,3,NEV,14.164,"TRUCKEE, JCT. RTE. 89 SOUTH",39500.0,6980,17.67,39.323,-120.20797222222222
2019,80,3,NEV,16.285,"JCT. RTE. 89 NORTH, JCT. RTE. 267 SOUTH",33600.0,5873,17.48,39.33647222222223,-120.17411111111112
2019,80,3,NEV,20.225,UNION HILLS BR OH,32600.0,6725,20.63,39.367111111111114,-120.11527777777778
2019,80,3,SIE,1.593,NEVADA STATE LINE,32400.0,6013,18.56,39.468361111111115,-120.00272222222222
